title,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publisher,Bookauthor_no,Bookauthor_Main,Bookauthor_Co1,Bookauthor_Co2,Age_years,title_nwords
The Sawtooth Wolves,4.58,eng,191,38,2,Rufus Publications,4,Jim Dutcher,Eric Baker,Greg Simpson,24,3
World War 3 Illustrated: Confrontational Comics,3.85,eng,256,20,2,Running Press,4,Scott   Cunningham,Peter Kuper,Seth Tobocman,25,6
Evolution's Darling,3.51,eng,290,444,56,Running Press,1,Scott Westerfeld,0,0,20,2
Irish Blessings,4.05,eng,128,29,2,Running Press,1,Ashley Shannon,0,0,21,2
The Mammoth Book of Egyptian Whodunnits,3.91,eng,512,161,9,Running Press,4,Mike Ashley,Elizabeth Peters,Lynda S. Robinson,18,6
The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales,3.63,eng,498,28,4,Running Press,24,Mike Ashley,Eric Brown,Keith Brooke,15,22
On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Counterculture,3.86,eng,205,193,10,Running Press,2,Paul Perry,Ken Babbs,0,23,22
Pink Flamingos and Other Filth: Three Screenplays,4.21,eng,258,48,3,Running Press,1,John Waters,0,0,15,7
The Mammoth Book of Storms  Shipwrecks and Sea Disasters,3.57,eng,512,11,3,Running Press,1,Richard Russell Lawrence,0,0,16,10
Story of O,3.32,eng,224,446,52,Running Press Adult,2,Pauline Réage,John Paul Hand,0,22,3
The New American Splendor Anthology: From Off the Streets of Cleveland,4.21,eng,300,577,25,Running Press Adult,1,Harvey Pekar,0,0,27,11
Monster Island (Monster Island  #1),3.6,eng,282,9808,497,Running Press Adult,1,David Wellington,0,0,14,6
God Created the Integers: The Mathematical Breakthroughs That Changed History,4.07,eng,1160,1682,51,Running Press Book Publishers,1,Stephen Hawking,0,0,15,10
The Zen Gardening Kit/Book and Japanese Rock Garden,3.16,eng,96,29,2,Running Press Book Publishers,1,Daniel Abdal-Hayy Moore,0,0,28,8
Charles Dickens' A Christmas Carol,4.1,eng,56,58,6,Running Press Kids,2,Jane Parker Resnick,Christian Birmingham,0,20,5
The Prophet,4.23,eng,127,184293,5418,Rupa & Co,3,Kahlil Gibran,جبران خليل جبران,Jihad El,10,2
Tal-Botvinnik 1960,4.55,eng,220,161,12,Russell Enterprises,2,Mikhail Tal,Hanon W. Russell,0,19,2
The Emergence of Life on Earth: A Historical and Scientific Overview,4.02,eng,344,48,5,Rutgers University Press,1,Iris Fry,0,0,20,11
Moods,3.4,eng,538,314,48,Rutgers University Press,1,Louisa May Alcott,0,0,29,1
The Story of Avis,3.55,eng,250,180,14,Rutgers University Press,2,Elizabeth Stuart Phelps,Carol Phillips,0,35,4
Echoes of the Marseillaise: Two Centuries Look Back on the French Revolution,3.52,eng,168,57,7,Rutgers University Press,1,Eric Hobsbawm,0,0,30,12
Beat That! Cookbook,4.31,eng,208,34,1,Rux Martin/Houghton Mifflin Harcourt,1,Ann Hodgman,0,0,21,3
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,4.08,eng,64,8,2,Ryland Peters & Small,3,Ursula Ferrigno,Jason Lowe,Maxine  Clark,19,10
A Long Way from Chicago (Saddleback's Focus on Reading Study Guides),4.0,eng,42,1,0,Saddleback Educational Publishing  Inc.,1,Lisa S.  French,0,0,14,11
The Politics of Injustice: Crime and Punishment in America,3.87,eng,272,37,2,Sage Publications  Inc,2,Katherine Beckett,Theodore Sasson,0,17,9
The Consumer Society: Myths and Structures,4.11,eng,224,698,28,Sage Publications Ltd,3,Jean Baudrillard,Chris     Turner,George Ritzer,22,6
American Film Guide,0.0,eng,5,0,0,Salem Press Inc,1,Frank N. Magill,0,0,37,3
Looking for God in Harry Potter,4.13,eng,234,1347,94,SaltRiver,1,John Granger,0,0,14,6
Naughty Little Secret,3.73,eng,212,2323,161,Samhain Publishing,2,Shayla Black,Shelley Bradley,0,14,3
Programming in C,3.96,eng,576,222,16,Sams,1,Stephen G. Kochan,0,0,16,3
The Phantom Tollbooth: A Children's Play in Two Acts,4.13,eng,72,100,13,Samuel French  Inc.,2,Susan Nanus,Norton Juster,0,9,9
Breakfast of Champions,4.0,eng,106,17,0,Samuel French  Inc.,2,Robert Egan,Kurt Vonnegut Jr.,0,3,3
The Unexpected Guest: A Play In Two Acts,3.83,eng,100,2813,167,Samuel French Ltd,1,Agatha Christie,0,0,10,8
The Thief (The Queen's Thief  #1),3.88,eng,220,97,17,San Val,1,Megan Whalen Turner,0,0,22,7
A Long Way Gone: Memoirs of a Boy Soldier,4.16,eng,229,147820,9547,Sarah Crichton Books,1,Ishmael Beah,0,0,13,9
Cloud Atlas,4.02,eng,529,6985,957,Sceptre,1,David Mitchell,0,0,15,2
Willem de Kooning: Late Paintings,5.0,eng,83,1,0,Schirmer Mosel,2,Julie Sylvester,David Sylvester,0,14,5
Libraries,4.28,eng,271,303,44,Schirmer/Mosel,2,Candida Höfer,Umberto Eco,0,6,1
Illuminations: Essays and Reflections,4.29,eng,288,9254,194,Schocken,4,Walter Benjamin,Hannah Arendt,Harry Zohn,51,4
Emma Lazarus,3.88,eng,368,30,7,Schocken,1,Esther Schor,0,0,14,2
The Trial of God: (as it was held on February 25  1649  in Shamgorod),4.14,eng,208,957,72,Schocken,3,Elie Wiesel,Robert McAfee Brown,Matthew Fox,25,16
All Rivers Run to the Sea,4.15,eng,464,954,63,Schocken,1,Elie Wiesel,0,0,24,6
Diaries  1910-1923,4.23,eng,521,2090,90,Schocken,4,Franz Kafka,Max Brod,Joseph Kresh,11,3
The Zürau Aphorisms,3.75,eng,160,648,57,Schocken,4,Franz Kafka,Michael Hofmann,Geoffrey Brock,14,3
The Complete Stories,4.35,eng,486,20028,381,Schocken,9,Franz Kafka,Nahum N. Glatzer,John Updike,25,3
Amerika,3.75,eng,336,17981,522,Schocken,5,Franz Kafka,Willa Muir,Edwin Muir,24,1
Anti-Semite and Jew: An Exploration of the Etiology of Hate,3.8,eng,176,631,60,Schocken,3,Jean-Paul Sartre,Michael Walzer,George J. Becker,25,10
The Sons,3.95,eng,167,529,37,Schocken,7,Franz Kafka,Edwin Muir,Willa Muir,31,2
The Trial,3.98,eng,276,4086,372,Schocken Books,3,Franz Kafka,Breon Mitchell,Arthur H. Samuelson,21,2
The Origins of Totalitarianism,4.28,eng,674,77,11,Schocken Books,1,Hannah Arendt,0,0,16,4
The Complete Stories,4.35,eng,488,168,12,Schocken Books,3,Franz Kafka,Nahum N. Glatzer,John Updike,25,3
The Forgotten,3.94,eng,320,503,36,Schocken Books Inc,2,Elie Wiesel,Stephen Becker,0,25,2
How to Be a Jewish Parent: A Practical Handbook for Family Life,3.93,eng,352,52,5,Schocken Books Inc,2,Anita Diamant,Karen Kushner,0,20,12
Harry Potter and the Chamber of Secrets (Harry Potter  #2),4.42,eng,352,6333,244,Scholastic,1,J.K. Rowling,0,0,17,11
Harry Potter Boxed Set  Books 1-5 (Harry Potter  #1-5),4.78,eng,2690,41428,164,Scholastic,2,J.K. Rowling,Mary GrandPré,0,16,11
Harry Potter Collection (Harry Potter  #1-6),4.73,eng,3342,28242,808,Scholastic,1,J.K. Rowling,0,0,15,7
The Call of the Wild,3.86,eng,172,274649,7203,Scholastic,2,Jack London,Avi,0,19,5
Avalanche,3.65,eng,144,273,36,Scholastic,1,Arthur J. Roth,0,0,31,1
Hunting the Hunter (On the Run  #6),4.21,eng,151,1928,85,Scholastic,1,Gordon Korman,0,0,14,8
Public Enemies (On The Run  #5),4.19,eng,150,2050,76,Scholastic,1,Gordon Korman,0,0,15,7
Merry Christmas  Stinky Face,3.97,eng,32,20,3,Scholastic,2,Lisa McCourt,Cyd Moore,0,16,5
Blubberina (Scrambled Legs  #5),3.29,eng,135,13,0,Scholastic,1,Jahnna N. Malcolm,0,0,31,5
Mary  Queen of Scots: Queen Without a Country,3.83,eng,202,4825,148,Scholastic,1,Kathryn Lasky,0,0,18,9
Lady Friday (The Keys to the Kingdom  #5),3.92,eng,320,19436,267,Scholastic,1,Garth Nix,0,0,13,9
The Trolley Car Family,4.14,eng,256,314,46,Scholastic,2,Eleanor Clymer,Ursula Koering,0,33,4
Persuasive Writing: Mini-Lessons  Strategies  Activities,3.2,eng,64,5,1,Scholastic,2,Tara MacCarthy,Drew Hires,0,22,7
The Stranger,3.53,eng,198,55,11,Scholastic,1,Caroline B. Cooney,0,0,27,2
Ten Things I Hate about You,4.11,eng,170,1435,65,Scholastic,1,David Levithan,0,0,21,6
The Deep (Dive  #2),3.78,eng,148,1436,55,Scholastic,1,Gordon Korman,0,0,17,5
The Stowaway Solution (On The Run  #4),4.11,eng,160,2041,82,Scholastic,1,Gordon Korman,0,0,15,8
The Fugitive Factor (On The Run  #2),4.13,eng,160,2499,151,Scholastic,1,Gordon Korman,0,0,15,8
The Zucchini Warriors (Macdonald Hall  #5),4.01,eng,208,1160,42,Scholastic,1,Gordon Korman,0,0,29,7
Street Magic (The Circle Opens  #2),4.15,eng,300,21070,286,Scholastic,1,Tamora Pierce,0,0,14,7
Poppy,3.96,eng,163,6894,501,Scholastic,1,Avi,0,0,15,1
The Case Of The Kidnapped Candy (Jigsaw Jones Mystery #30),3.75,eng,80,104,6,Scholastic,3,James Preller,R.W. Alley,Jamie  Smith,13,10
Savage Stone Age Sticker Book (Horrible Histories),4.0,eng,20,9,0,Scholastic,1,Terry Deary,0,0,15,7
Go Jump in the Pool! (Macdonald Hall  #2),4.16,eng,192,1419,38,Scholastic,1,Gordon Korman,0,0,29,9
The Secret Garden,4.13,eng,298,254,24,Scholastic,2,Frances Hodgson Burnett,Graham Rust,0,21,3
Holes (Holes  #1),3.96,eng,233,887554,17547,Scholastic,1,Louis Sachar,0,0,20,4
Katie's Big Move (Junior Gymnasts  #2),3.75,eng,77,12,0,Scholastic,2,Teddy Slater,Wayne Alfano,0,24,7
Ten Kids  No Pets,3.91,eng,174,88,11,Scholastic,1,Ann M. Martin,0,0,31,5
The Siege (Guardians of Ga'Hoole  #4),4.1,eng,203,9256,196,Scholastic  Inc.,1,Kathryn Lasky,0,0,16,7
The Android (Animorphs  #10),3.77,eng,170,3856,119,Scholastic  Inc.,2,K.A. Applegate,Katherine Applegate,0,23,5
Chasing The Falconers (On The Run  #1),4.05,eng,154,4598,371,Scholastic  Inc.,1,Gordon Korman,0,0,15,8
The Rescue (Guardians of Ga'Hoole  #3),4.07,eng,198,10154,278,Scholastic  Inc.,1,Kathryn Lasky,0,0,16,7
The Day My Butt Went Psycho,3.73,eng,220,1853,232,Scholastic  Inc.,2,Andy Griffiths,Miles Thompson,0,17,6
There Was a Cold Lady Who Swallowed Some Snow!,3.85,eng,1,14,1,Scholastic Audio Books,3,Lucille Colandro,Jared Lee,Skip Hinnant,14,9
Shipwreck (Island I),3.8,eng,0,103,14,Scholastic Audio Books,2,Gordon Korman,Holter Graham,0,13,3
The Rescue (Kidnapped  #3),4.11,eng,140,1864,117,Scholastic Books,1,Gordon Korman,0,0,14,5
The Abduction (Kidnapped  #1),3.99,eng,144,3306,263,Scholastic Books,1,Gordon Korman,0,0,14,5
Ella Enchanted (Ella Enchanted #1),3.98,eng,232,364091,8754,Scholastic Books,1,Gail Carson Levine,0,0,22,5
No More Dead Dogs,3.71,eng,180,12,2,Scholastic Inc,1,Gordon Korman,0,0,19,4
Harry Potter and the Half-Blood Prince (Harry Potter  #6),4.57,eng,652,2095690,27591,Scholastic Inc.,2,J.K. Rowling,Mary GrandPré,0,14,10
Harry Potter and the Order of the Phoenix (Harry Potter  #5),4.49,eng,870,2153167,29221,Scholastic Inc.,2,J.K. Rowling,Mary GrandPré,0,16,12
Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),4.56,eng,435,2339585,36325,Scholastic Inc.,2,J.K. Rowling,Mary GrandPré,0,16,11
The Long-Lost Map (Ulysses Moore #2),4.0,eng,272,1693,76,Scholastic Inc.,3,Pierdomenico Baccalario,Iacopo Bruno,Leah D. Janeczko,14,6
The Mark of the Crown (Star Wars: Jedi Apprentice  #4),3.73,eng,131,2319,63,Scholastic Inc.,1,Jude Watson,0,0,21,11
Hush! A Thai Lulla,4.03,eng,32,1315,197,Scholastic Inc.,2,Minfong Ho,Holly Meade,0,20,4
The Door to Time (Ulysses Moore  #1),3.93,eng,239,3099,241,Scholastic Inc.,5,Pierdomenico Baccalario,Iacopo Bruno,Laura Zuccotti,14,8
The Journal of Scott Pendleton Collins: A World War 2 Soldier,3.96,eng,140,1132,181,Scholastic Inc.,1,Walter Dean Myers,0,0,21,11
King of the Middle March,3.82,eng,432,1334,47,Scholastic Inc.,1,Kevin Crossley-Holland,0,0,14,5
The Eternity Code (Artemis Fowl  #3),4.04,eng,309,221,13,Scholastic Inc.,1,Eoin Colfer,0,0,17,7
The Wish List,3.77,eng,252,13988,589,Scholastic Inc.,1,Eoin Colfer,0,0,16,3
Built To Last: Building America's Amazing Bridges  Dams  Tunnels  and Skyscrapers (Built to Last),4.12,eng,128,24,6,Scholastic Nonfiction,1,George Sullivan,0,0,15,17
Little Women,4.07,eng,562,462,45,Scholastic Paperbacks,2,Louisa May Alcott,Paula Danziger,0,20,2
The Time Machine,3.89,eng,123,284,35,Scholastic Paperbacks,2,H.G. Wells,Melvin Burgess,0,16,3
Black Beauty,3.96,eng,245,208684,3358,Scholastic Paperbacks,1,Anna Sewell,0,0,17,2
The Burning (Guardians of Ga'Hoole  #6),4.08,eng,224,9175,157,Scholastic Paperbacks,2,Kathryn Lasky,Richard Cowdrey,0,16,7
The Story of a Seagull and the Cat Who Taught Her to Fly,4.14,eng,128,5097,219,Scholastic Paperbacks,3,Luis Sepúlveda,Chris Sheban,Margaret Sayers Peden,14,13
The Invisible Man,3.64,eng,208,333,23,Scholastic Paperbacks,1,H.G. Wells,0,0,16,3
Freak the Mighty (Freak The Mighty  #1),4.01,eng,169,41589,4153,Scholastic Paperbacks,1,Rodman Philbrick,0,0,19,8
Alice In Wonderland,4.02,eng,160,143,18,Scholastic Paperbacks,2,Lewis Carroll,John Tenniel,0,19,3
The Case Of The Golden Key (Jigsaw Jones Mystery #19),3.88,eng,80,87,10,Scholastic Paperbacks,2,James Preller,Jamie  Smith,0,18,10
The Littles and Their Amazing New Friend,3.87,eng,112,190,16,Scholastic Paperbacks,1,John Lawrence Peterson,0,0,21,7
The Story of Ru,4.43,eng,32,11403,605,Scholastic Paperbacks,2,Robert Coles,George Ford,0,16,4
Hope Springs Eternal (Prairie River  #4),4.27,eng,176,130,7,Scholastic Paperbacks,1,Kristiana Gregory,0,0,15,7
The Summit (Everest  #3),3.96,eng,154,2584,106,Scholastic Paperbacks,1,Gordon Korman,0,0,18,5
Tab,3.96,eng,139,768,33,Scholastic Paperbacks,3,Ben M. Baglio,Linda Chapman,Jenny Gregory,17,1
The Abominable Snowman Doesn't Roast Marshmallows (The Adventures of the Bailey School Kids  #50),3.82,eng,96,402,19,Scholastic Paperbacks,2,Debbie Dadey,Marcia Thornton Jones,0,15,15
Werewolves Don't Run for President (The Adventures of the Bailey School Kids  #49),3.84,eng,96,262,14,Scholastic Paperbacks,3,Debbie Dadey,Marcia Thornton Jones,John Steven Gurney,16,14
Werewolves Don't Go to Summer Camp (The Adventures of the Bailey School Kids  #2),3.82,eng,96,2175,76,Scholastic Paperbacks,3,Debbie Dadey,Marcia Thornton Jones,John Steven Gurney,29,15
Phantoms Don't Drive Sports Cars (The Adventures of the Bailey School Kids  #32),3.76,eng,80,408,18,Scholastic Paperbacks,3,Debbie Dadey,Marcia Thornton Jones,John Steven Gurney,22,14
Aesop's Fables,4.05,eng,80,108,10,Scholastic Paperbacks,2,Aesop,Ann McGovern,0,57,2
The Secret City (Pyrates  #1),4.11,eng,184,231,17,Scholastic Paperbacks,1,Chris Archer,0,0,17,6
Losing Joe's Place,4.05,eng,233,797,46,Scholastic Paperbacks,1,Gordon Korman,0,0,29,3
Something Fishy at Macdonald Hall (Macdonald Hall  #7),4.06,eng,208,919,13,Scholastic Paperbacks,1,Gordon Korman,0,0,20,9
Radio Fifth Grade,3.55,eng,192,522,47,Scholastic Paperbacks,1,Gordon Korman,0,0,29,3
The Contest (Everest  #1),3.85,eng,96,3561,230,Scholastic Paperbacks,1,Gordon Korman,0,0,18,5
The Pen Is Mightier Than The Sword (The Amazing Days of Ab,3.96,eng,128,1072,20,Scholastic Paperbacks,2,Anne Mazer,Monica Gesue,0,19,12
Have Wheels  Will Travel (The Amazing Days of Ab,3.96,eng,144,975,26,Scholastic Paperbacks,2,Anne Mazer,Monica Gesue,0,19,10
The Trouble With Violet,3.89,eng,112,223,36,Scholastic Paperbacks,2,Anne Mazer,Bill Brown,0,13,4
The Case Of The Buried Treasure,3.92,eng,112,101,9,Scholastic Paperbacks,3,James Preller,Jamie Smith,R.W. Alley,18,6
Witness,3.72,eng,161,4667,703,Scholastic Paperbacks,1,Karen Hesse,0,0,17,1
The Music of Dolphins,3.82,eng,181,6015,566,Scholastic Paperbacks,1,Karen Hesse,0,0,22,4
The Girl  the Dragon  and the Wild Magic (Rhianna  #1),3.86,eng,119,474,31,Scholastic Paperbacks,1,Dave Luckett,0,0,17,13
Inkheart (Inkworld  #1),3.88,eng,563,324482,9360,Scholastic Paperbacks,2,Cornelia Funke,Anthea Bell,0,15,4
The Littles and the Lost Children,3.76,eng,112,302,16,Scholastic Paperbacks,3,John Lawrence Peterson,Jacqueline Rogers,Roberta Carter Clark,29,6
Underworld (Star Wars: The Last of the Jedi  #3),3.96,eng,160,840,23,Scholastic Paperbacks,1,Jude Watson,0,0,15,10
Complete Star Wars Trilogy Scrapbook Re-issue,3.14,eng,64,7,1,Scholastic Paperbacks,3,David Levithan,Ryder Windham,Marc Cotta Vaz,16,6
The Capture (Guardians of Ga'Hoole  #1),3.9,eng,222,22125,1232,Scholastic Paperbacks,1,Kathryn Lasky,0,0,17,7
Mistletoe,3.41,eng,222,541,57,Scholastic Paperbacks,4,Hailey Abbott,Melissa de la Cruz,Aimee Friedman,14,1
Your Best Friend's Boyfriend (Follow Your Heart  #1),3.34,eng,240,49,5,Scholastic Paperbacks,1,J.E. Bright,0,0,14,9
No Accident (Little Secrets  #2),4.16,eng,160,324,16,Scholastic Paperbacks,1,Emily Blake,0,0,14,6
Thorn in Her Side (The Princess School  #7),3.88,eng,144,214,8,Scholastic Paperbacks,2,Jane B. Mason,Sarah Hines Stephens,0,14,9
Let Down Your Hair,3.83,eng,144,450,12,Scholastic Paperbacks,2,Jane B. Mason,Sarah Hines Stephens,0,16,4
P.S. Longer Letter Later (Elizabeth and Tara*Starr  #1),3.78,eng,234,2699,242,Scholastic Paperbacks,2,Paula Danziger,Ann M. Martin,0,21,9
White Fang,3.98,eng,252,119589,3124,Scholastic Paperbacks,1,Jack London,0,0,19,2
Nacho and Lolita,3.97,eng,40,34,5,Scholastic Press,2,Pam Muñoz Ryan,Claudia Rueda,0,15,3
Do Not Open This Book,3.9,eng,40,547,185,Scholastic Press,2,Michaela Muntean,Pascal Lemaître,0,14,5
Trickster's Choice (Daughter of the Lioness  #1),4.27,eng,453,43090,800,Scholastic Press,1,Tamora Pierce,0,0,16,8
The Cats In Krasinski Square,4.13,eng,32,955,195,Scholastic Press,2,Karen Hesse,Wendy Watson,0,16,5
Koko's Kitten,4.3,eng,32,963,92,Scholastic Press,2,Francine Patterson,Ronald H. Cohn,0,33,2
Walt Whitman: Words for America,4.05,eng,56,258,58,Scholastic Press,2,Barbara Kerley,Brian Selznick,0,16,5
A Reading Guide to Island of the Blue Dolphins,3.89,eng,64,4,0,Scholastic Reference,1,Patricia McHugh,0,0,17,9
Explode the Code 1,4.37,eng,99,89,10,School Specialty Publishing,1,Nancy Hall,0,0,19,4
Toys Go Out: Being the Adventures of a Knowledgeable Stingray  a Toughy Little Buffalo  and Someone Called Plastic (Toys #1),3.94,eng,116,3983,513,Schwartz & Wade Books,2,Emily Jenkins,Paul O. Zelinsky,0,14,22
The Poet  the Warrior  the Prophet,4.43,eng,148,27,6,SCM Press,1,Rubem A. Alves,0,0,18,8
Underworld,3.92,eng,827,1505,175,Scribner,1,Don DeLillo,0,0,22,1
Cosmopolis,3.22,eng,224,460,41,Scribner,1,Don DeLillo,0,0,16,1
Killing Yourself to Live: 85% of a True Story,3.81,eng,245,26381,1109,Scribner,1,Chuck Klosterman,0,0,14,9
Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,3.73,eng,272,62089,3324,Scribner,1,Chuck Klosterman,0,0,16,11
Brokeback Mountain,3.94,eng,55,24985,1751,Scribner,1,Annie Proulx,0,0,15,2
On Death and Dying,4.16,eng,288,144,10,Scribner,1,Elisabeth Kübler-Ross,0,0,23,4
Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,4.07,eng,192,197,7,Scribner,1,Elisabeth Kübler-Ross,0,0,23,15
The Ghost Stories of Edith Wharton,3.89,eng,303,2842,182,Scribner,2,Edith Wharton,Laszlo Kubinyi,0,23,6
The Stories of Eva Luna,3.97,eng,352,12839,375,Scribner,1,Isabel Allende,0,0,19,5
Cover Her Face (Adam Dalgliesh #1),3.93,eng,250,26375,953,Scribner,1,P.D. James,0,0,19,6
The Black Tower (Adam Dalgliesh #5),4.0,eng,352,13801,335,Scribner,1,P.D. James,0,0,19,6
Innocent Blood,3.68,eng,400,3793,286,Scribner,1,P.D. James,0,0,19,2
The Complete Short Stories of Ernest Hemingway,4.29,eng,650,30081,649,Scribner,5,Ernest Hemingway,John Hemingway,Patrick Hemingway,22,7
Islands in the Stream,3.88,eng,448,11265,471,Scribner,1,Ernest Hemingway,0,0,17,4
The Short Stories,4.23,eng,800,12039,164,Scribner,2,F. Scott Fitzgerald,Matthew J. Bruccoli,0,22,3
A Life in Letters,4.22,eng,528,186,13,Scribner,2,F. Scott Fitzgerald,Matthew J. Bruccoli,0,25,4
Teacher Man (Frank McCourt  #3),3.75,eng,272,26508,2019,Scribner,1,Frank McCourt,0,0,14,6
A Separate Peace,3.57,eng,208,175779,6261,Scribner,2,John Knowles,David Levithan,0,17,3
Cry  the Beloved Country,3.9,eng,316,3140,383,Scribner,1,Alan Paton,0,0,17,5
A Backward Glance,3.76,eng,385,521,77,Scribner,2,Edith Wharton,Louis Auchincloss,0,22,3
The Fall of a Sparrow,3.69,eng,464,824,89,Scribner,1,Robert Hellenga,0,0,21,5
Cry  the Beloved Country,3.9,eng,316,54558,2937,Scribner,1,Alan Paton,0,0,17,5
The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),4.16,eng,672,30,2,Scribner,1,Patricia Cornwell,0,0,17,16
Three Plums In One (Stephanie Plum  #1-3),4.31,eng,1016,2983,168,Scribner,1,Janet Evanovich,0,0,19,8
The Glass Castle,4.27,eng,288,808656,46176,Scribner,1,Jeannette Walls,0,0,14,3
Lisey's Story,3.68,eng,513,59097,2709,Scribner,1,Stephen King,0,0,14,2
Across the River and into the Trees,3.33,eng,272,5546,342,Scribner,1,Ernest Hemingway,0,0,22,7
Love-Lies-Bleeding,3.41,eng,112,300,24,Scribner,1,Don DeLillo,0,0,14,1
The Body Artist,3.24,eng,128,7201,500,Scribner,1,Don DeLillo,0,0,18,3
A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,4.07,eng,384,502,43,Scribner,2,Leo Tolstoy,Peter Sekirin,0,23,10
Look Homeward  Angel,3.93,eng,644,11131,751,Scribner,1,Thomas Wolfe,0,0,14,4
Of Time and the River: A Legend of Man's Hunger in His Youth,4.2,eng,896,777,45,Scribner,2,Thomas Wolfe,Pat Conroy,0,21,13
